movie_name,recommend_movie
Harry Potter and the Order of the Phoenix,"
Recommended Movies: 
Harry Potter and the Chamber of Secrets | Genres: Adventure,Family,Fantasy | Rating: 7.4
Harry Potter and the Half-Blood Prince | Genres: Adventure,Family,Fantasy | Rating: 7.4
Harry Potter and the Philosopher's Stone | Genres: Adventure,Family,Fantasy | Rating: 7.5
Return to Oz | Genres: Adventure,Family,Fantasy | Rating: 6.7
Harry Potter and the Goblet of Fire | Genres: Adventure,Family,Fantasy | Rating: 7.5
Harry Potter and the Prisoner of Azkaban | Genres: Adventure,Family,Fantasy | Rating: 7.7
Mighty Joe Young | Genres: Action,Adventure,Family,Fantasy | Rating: 5.9
The House of Magic | Genres: Adventure,Animation,Family,Fantasy | Rating: 6.3
Legend of the Guardians: The Owls of Ga'Hoole | Genres: Adventure,Animation,Family,Fantasy | Rating: 6.5
Dragon Nest: Warriors' Dawn | Genres: Adventure,Animation,Family,Fantasy | Rating: 6.8
"
Harry Potter and the Goblet of Fire,"
Recommended Movies: 
Harry Potter and the Chamber of Secrets | Genres: Adventure,Family,Fantasy | Rating: 7.4
Return to Oz | Genres: Adventure,Family,Fantasy | Rating: 6.7
Harry Potter and the Half-Blood Prince | Genres: Adventure,Family,Fantasy | Rating: 7.4
Harry Potter and the Philosopher's Stone | Genres: Adventure,Family,Fantasy | Rating: 7.5
Percy Jackson & the Olympians: The Lightning Thief | Genres: Adventure,Family,Fantasy | Rating: 6.0
Oz: The Great and Powerful | Genres: Adventure,Family,Fantasy | Rating: 5.7
Pan | Genres: Adventure,Family,Fantasy | Rating: 5.9
Inkheart | Genres: Adventure,Family,Fantasy | Rating: 6.0
The Indian in the Cupboard | Genres: Adventure,Family,Fantasy | Rating: 5.9
Harry Potter and the Prisoner of Azkaban | Genres: Adventure,Family,Fantasy | Rating: 7.7
"
Hancock,"
Recommended Movies: 
The Beastmaster | Genres: Action,Fantasy | Rating: 6.0
Ink | Genres: Action,Fantasy | Rating: 6.4
Elektra | Genres: Action,Fantasy | Rating: 4.8
Spider-Man | Genres: Action,Fantasy | Rating: 6.8
Batman | Genres: Action,Fantasy | Rating: 7.0
Mortal Kombat | Genres: Action,Fantasy | Rating: 5.4
The Mummy: Tomb of the Dragon Emperor | Genres: Action,Adventure,Fantasy | Rating: 5.2
The Nutcracker: The Untold Story | Genres: Action,Family,Fantasy | Rating: 5.4
西游记之孙悟空三打白骨精 | Genres: Action,Adventure,Fantasy | Rating: 6.0
Alatriste | Genres: Action | Rating: 5.6
"
I Am Legend,"
Recommended Movies: 
Stake Land | Genres: Action,Drama,Horror,ScienceFiction,Thriller | Rating: 6.2
World War Z | Genres: Action,Drama,Horror,ScienceFiction,Thriller | Rating: 6.7
Carriers | Genres: Action,Drama,Horror,ScienceFiction,Thriller | Rating: 5.8
Elysium | Genres: Action,Drama,ScienceFiction,Thriller | Rating: 6.4
Dreamcatcher | Genres: Drama,Horror,ScienceFiction,Thriller | Rating: 5.3
Alien Zone | Genres: Action,Horror,ScienceFiction,Thriller | Rating: 4.0
Echo Dr. | Genres: Action,Drama,ScienceFiction,Thriller | Rating: 5.0
Megiddo: The Omega Code 2 | Genres: Action,ScienceFiction,Thriller | Rating: 3.6
Surrogates | Genres: Action,ScienceFiction,Thriller | Rating: 5.9
They Live | Genres: Action,Horror,ScienceFiction,Thriller | Rating: 7.1
"
Charlie and the Chocolate Factory,"
Recommended Movies: 
Son of the Mask | Genres: Adventure,Comedy,Family,Fantasy | Rating: 3.6
A Simple Wish | Genres: Adventure,Comedy,Family,Fantasy | Rating: 5.5
Night at the Museum: Secret of the Tomb | Genres: Adventure,Comedy,Family,Fantasy | Rating: 6.1
Willy Wonka & the Chocolate Factory | Genres: Family,Fantasy | Rating: 7.4
Super Mario Bros. | Genres: Adventure,Comedy,Family,Fantasy | Rating: 4.0
Hook | Genres: Adventure,Comedy,Family,Fantasy | Rating: 6.6
Return to Oz | Genres: Adventure,Family,Fantasy | Rating: 6.7
Shrek Forever After | Genres: Adventure,Animation,Comedy,Family,Fantasy | Rating: 6.0
G-Force | Genres: Action,Adventure,Comedy,Family,Fantasy | Rating: 5.1
Doctor Dolittle | Genres: Comedy,Family,Fantasy | Rating: 5.4
"
Ratatouille,"
Recommended Movies: 
The Smurfs 2 | Genres: Animation,Comedy,Family,Fantasy | Rating: 5.5
The Boxtrolls | Genres: Animation,Comedy,Family,Fantasy | Rating: 6.6
Stuart Little | Genres: Animation,Comedy,Family,Fantasy | Rating: 5.8
Monster House | Genres: Animation,Comedy,Family,Fantasy | Rating: 6.3
Meet the Deedles | Genres: Animation,Comedy,Family | Rating: 4.1
Shrek Forever After | Genres: Adventure,Animation,Comedy,Family,Fantasy | Rating: 6.0
Doctor Dolittle | Genres: Comedy,Family,Fantasy | Rating: 5.4
Zoom | Genres: Comedy,Family,Fantasy | Rating: 4.9
Teen Wolf Too | Genres: Comedy,Family,Fantasy | Rating: 3.8
Cloudy with a Chance of Meatballs | Genres: Animation,Comedy,Family | Rating: 6.5
"
Batman Begins,"
Recommended Movies: 
Black November | Genres: Action,Crime,Drama | Rating: 6.4
The Gunman | Genres: Action,Crime,Drama | Rating: 5.5
The Sweeney | Genres: Action,Crime,Drama | Rating: 5.7
Bronson | Genres: Action,Crime,Drama | Rating: 6.9
The Newton Boys | Genres: Action,Crime,Drama | Rating: 5.9
Set It Off | Genres: Action,Crime,Drama | Rating: 6.9
Menace II Society | Genres: Action,Crime,Drama | Rating: 7.2
Brick Mansions | Genres: Action,Crime,Drama | Rating: 5.7
Cradle 2 the Grave | Genres: Action,Crime,Drama | Rating: 5.8
The Punisher | Genres: Action,Crime,Drama | Rating: 6.1
"
Madagascar: Escape 2 Africa,"
Recommended Movies: 
Madagascar | Genres: Animation,Family | Rating: 6.6
Madagascar 3: Europe's Most Wanted | Genres: Animation,Family | Rating: 6.4
WALL·E | Genres: Animation,Family | Rating: 7.8
Rugrats Go Wild | Genres: Animation,Family | Rating: 5.6
Pooh's Heffalump Movie | Genres: Animation,Family | Rating: 6.4
Hey Arnold! The Movie | Genres: Animation,Family | Rating: 5.6
Space Chimps | Genres: Animation,Family | Rating: 5.2
Winnie the Pooh | Genres: Animation,Family | Rating: 6.8
Home on the Range | Genres: Animation,Family | Rating: 5.7
Sammy's avonturen: De geheime doorgang | Genres: Animation,Family | Rating: 5.6
"
Night at the Museum: Battle of the Smithsonian,"
Recommended Movies: 
G-Force | Genres: Action,Adventure,Comedy,Family,Fantasy | Rating: 5.1
Paul Blart: Mall Cop | Genres: Action,Adventure,Comedy,Family | Rating: 5.2
The Borrowers | Genres: Action,Adventure,Comedy,Family,Fantasy | Rating: 5.8
The Spy Next Door | Genres: Action,Comedy,Family | Rating: 5.5
Night at the Museum: Secret of the Tomb | Genres: Adventure,Comedy,Family,Fantasy | Rating: 6.1
Inspector Gadget | Genres: Action,Adventure,Comedy,Family | Rating: 4.3
Night at the Museum | Genres: Action,Adventure,Comedy,Family,Fantasy | Rating: 6.3
Mighty Joe Young | Genres: Action,Adventure,Family,Fantasy | Rating: 5.9
MacGruber | Genres: Action,Adventure,Comedy | Rating: 5.1
Last Action Hero | Genres: Action,Adventure,Comedy,Family,Fantasy | Rating: 6.1
"
X-Men Origins: Wolverine,"
Recommended Movies: 
X2 | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 6.8
X-Men: The Last Stand | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 6.3
Star Trek III: The Search for Spock | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 6.4
The Core | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 5.4
A Sound of Thunder | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 4.8
Star Trek: Insurrection | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 6.3
Street Fighter: The Legend of Chun-Li | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 3.9
Star Trek: Generations | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 6.4
Ant-Man | Genres: Action,Adventure,ScienceFiction | Rating: 7.0
X-Men | Genres: Action,Adventure,ScienceFiction | Rating: 6.8
"
The Matrix Revolutions,"
Recommended Movies: 
The Matrix Reloaded | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 6.7
Terminator Genisys | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 5.8
Star Trek III: The Search for Spock | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 6.4
A Sound of Thunder | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 4.8
The Core | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 5.4
Star Trek: Insurrection | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 6.3
Street Fighter: The Legend of Chun-Li | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 3.9
Firefox | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 5.5
Mad Max: Fury Road | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 7.2
X2 | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 6.8
"
Frozen,"
Recommended Movies: 
Valiant | Genres: Adventure,Animation,Family | Rating: 5.2
Walking With Dinosaurs | Genres: Adventure,Animation,Family | Rating: 5.2
Khumba | Genres: Adventure,Animation,Family | Rating: 5.8
Sinbad: Legend of the Seven Seas | Genres: Adventure,Animation,Family | Rating: 6.6
Jungle Shuffle | Genres: Adventure,Animation,Family | Rating: 6.5
La véritable histoire du Chat Botté | Genres: Adventure,Animation,Family | Rating: 3.8
Mulan | Genres: Adventure,Animation,Family | Rating: 7.6
The Wild Thornberrys Movie | Genres: Adventure,Animation,Family | Rating: 5.8
The Land Before Time | Genres: Adventure,Animation,Family | Rating: 7.0
Return to Never Land | Genres: Adventure,Animation,Family,Fantasy | Rating: 6.1
"
The Matrix Reloaded,"
Recommended Movies: 
The Matrix Revolutions | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 6.4
Star Trek III: The Search for Spock | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 6.4
A Sound of Thunder | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 4.8
Street Fighter: The Legend of Chun-Li | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 3.9
Terminator Genisys | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 5.8
The Core | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 5.4
Star Trek: Insurrection | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 6.3
X2 | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 6.8
Escape from L.A. | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 5.6
Star Trek: Generations | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 6.4
"
Thor: The Dark World,"
Recommended Movies: 
Thor | Genres: Action,Adventure,Fantasy | Rating: 6.6
Ant-Man | Genres: Action,Adventure,ScienceFiction | Rating: 7.0
The Mummy: Tomb of the Dragon Emperor | Genres: Action,Adventure,Fantasy | Rating: 5.2
西游记之孙悟空三打白骨精 | Genres: Action,Adventure,Fantasy | Rating: 6.0
The Scorpion King | Genres: Action,Adventure,Fantasy | Rating: 5.3
The Mummy Returns | Genres: Action,Adventure,Fantasy | Rating: 6.0
Red Sonja | Genres: Action,Adventure,Fantasy | Rating: 5.0
The Amazing Spider-Man 2 | Genres: Action,Adventure,Fantasy | Rating: 6.5
The Last Witch Hunter | Genres: Action,Adventure,Fantasy | Rating: 5.7
Dungeons & Dragons: Wrath of the Dragon God | Genres: Action,Adventure,Fantasy | Rating: 4.8
"
Mad Max: Fury Road,"
Recommended Movies: 
Star Trek III: The Search for Spock | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 6.4
The Core | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 5.4
A Sound of Thunder | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 4.8
Star Trek: Insurrection | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 6.3
Street Fighter: The Legend of Chun-Li | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 3.9
X2 | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 6.8
Escape from L.A. | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 5.6
Star Trek: Generations | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 6.4
Firefox | Genres: Action,Adventure,ScienceFiction,Thriller | Rating: 5.5
After Earth | Genres: Action,Adventure,ScienceFiction | Rating: 5.0
"
Angels & Demons,"
Recommended Movies: 
Windsor Drive | Genres: Mystery,Thriller | Rating: 2.0
Torn Curtain | Genres: Mystery,Thriller | Rating: 6.4
In the Cut | Genres: Mystery,Thriller | Rating: 4.6
Something Wicked | Genres: Mystery,Thriller | Rating: 4.6
After | Genres: Mystery,Thriller | Rating: 5.6
The Ghost Writer | Genres: Mystery,Thriller | Rating: 6.7
Before I Go to Sleep | Genres: Mystery,Thriller | Rating: 6.2
The Gift | Genres: Mystery,Thriller | Rating: 6.7
Identity | Genres: Mystery,Thriller | Rating: 7.1
Our Kind of Traitor | Genres: Thriller | Rating: 6.0
"
Thor,"
Recommended Movies: 
Thor | Genres: Action,Adventure,Fantasy | Rating: 6.6
Ant-Man | Genres: Action,Adventure,ScienceFiction | Rating: 7.0
The Mummy: Tomb of the Dragon Emperor | Genres: Action,Adventure,Fantasy | Rating: 5.2
西游记之孙悟空三打白骨精 | Genres: Action,Adventure,Fantasy | Rating: 6.0
The Scorpion King | Genres: Action,Adventure,Fantasy | Rating: 5.3
The Mummy Returns | Genres: Action,Adventure,Fantasy | Rating: 6.0
Red Sonja | Genres: Action,Adventure,Fantasy | Rating: 5.0
The Amazing Spider-Man 2 | Genres: Action,Adventure,Fantasy | Rating: 6.5
The Last Witch Hunter | Genres: Action,Adventure,Fantasy | Rating: 5.7
Dungeons & Dragons: Wrath of the Dragon God | Genres: Action,Adventure,Fantasy | Rating: 4.8
"
Bolt,"
Recommended Movies: 
Alpha and Omega: The Legend of the Saw Tooth Cave | Genres: Adventure,Animation,Comedy,Family | Rating: 6.5
Rugrats in Paris: The Movie | Genres: Adventure,Animation,Comedy,Family | Rating: 6.0
The Nut Job | Genres: Adventure,Animation,Comedy,Family | Rating: 5.5
Penguins of Madagascar | Genres: Adventure,Animation,Comedy,Family | Rating: 6.5
The Road to El Dorado | Genres: Adventure,Animation,Comedy,Family | Rating: 7.0
Alvin and the Chipmunks: The Road Chip | Genres: Adventure,Animation,Comedy,Family | Rating: 5.8
The Pirates! In an Adventure with Scientists! | Genres: Adventure,Animation,Comedy,Family | Rating: 6.4
Zambezia | Genres: Adventure,Animation,Comedy,Family | Rating: 5.3
The Lion of Judah | Genres: Adventure,Animation,Comedy,Family | Rating: 5.8
Cars 2 | Genres: Adventure,Animation,Comedy,Family | Rating: 5.8
"
G-Force,"
Recommended Movies: 
Night at the Museum: Battle of the Smithsonian | Genres: Action,Adventure,Comedy,Family,Fantasy | Rating: 5.9
The Spy Next Door | Genres: Action,Comedy,Family | Rating: 5.5
Paul Blart: Mall Cop | Genres: Action,Adventure,Comedy,Family | Rating: 5.2
Inspector Gadget | Genres: Action,Adventure,Comedy,Family | Rating: 4.3
The Borrowers | Genres: Action,Adventure,Comedy,Family,Fantasy | Rating: 5.8
MacGruber | Genres: Action,Adventure,Comedy | Rating: 5.1
Mighty Joe Young | Genres: Action,Adventure,Family,Fantasy | Rating: 5.9
Jack and Jill | Genres: Comedy | Rating: 4.1
The Three Stooges | Genres: Comedy | Rating: 4.9
Jackass Presents: Bad Grandpa | Genres: Comedy | Rating: 6.0
"
Wrath of the Titans,"
Recommended Movies: 
Shanghai Surprise | Genres: Adventure | Rating: 2.9
The Secret Life of Bees | Genres: Adventure | Rating: 7.4
Days of Thunder | Genres: Adventure | Rating: 5.9
Rapa Nui | Genres: Adventure | Rating: 6.2
Clash of the Titans | Genres: Action,Adventure,Fantasy | Rating: 5.6
George and the Dragon | Genres: Adventure | Rating: 5.0
Master and Commander: The Far Side of the World | Genres: Adventure | Rating: 6.9
Robin Hood: Prince of Thieves | Genres: Adventure | Rating: 6.6
Rob Roy | Genres: Adventure | Rating: 6.5
Kicks | Genres: Adventure | Rating: 7.5
"
Dark Shadows,"
Recommended Movies: 
The Muse | Genres: Comedy,Fantasy | Rating: 5.3
An American Carol | Genres: Comedy,Fantasy | Rating: 4.1
Ted | Genres: Comedy,Fantasy | Rating: 6.3
Death Becomes Her | Genres: Comedy,Fantasy | Rating: 6.3
Nanny McPhee and the Big Bang | Genres: Comedy,Fantasy | Rating: 6.0
Les Visiteurs 2 : Les Couloirs du temps | Genres: Comedy,Fantasy | Rating: 5.8
Beetlejuice | Genres: Comedy,Fantasy | Rating: 7.1
Grown Ups 2 | Genres: Comedy | Rating: 5.8
Jack and Jill | Genres: Comedy | Rating: 4.1
The Dictator | Genres: Comedy | Rating: 5.9
"
Mission: Impossible - Rogue Nation,"
Recommended Movies: 
Ong Bak 2 | Genres: Action,Adventure,Thriller | Rating: 6.0
Killer Elite | Genres: Action,Adventure,Thriller | Rating: 6.1
Mission: Impossible - Ghost Protocol | Genres: Action,Adventure,Thriller | Rating: 6.8
Knock Off | Genres: Action,Adventure,Thriller | Rating: 4.7
Die Another Day | Genres: Action,Adventure,Thriller | Rating: 5.8
The World Is Not Enough | Genres: Action,Adventure,Thriller | Rating: 6.0
Ballistic: Ecks vs. Sever | Genres: Action,Adventure,Thriller | Rating: 4.3
Space Cowboys | Genres: Action,Adventure,Thriller | Rating: 6.3
Maximum Risk | Genres: Action,Adventure,Thriller | Rating: 5.2
Chain of Command | Genres: Action,Adventure,Thriller | Rating: 5.3
"
The Wolfman,"
Recommended Movies: 
Stoker | Genres: Drama,Horror,Thriller | Rating: 6.5
Insidious: Chapter 3 | Genres: Drama,Horror,Thriller | Rating: 6.2
Thr3e | Genres: Drama,Horror,Thriller | Rating: 4.8
The Haunting in Connecticut 2: Ghosts of Georgia | Genres: Drama,Horror,Thriller | Rating: 5.6
El orfanato | Genres: Drama,Horror,Thriller | Rating: 7.1
Locker 13 | Genres: Drama,Horror,Thriller | Rating: 6.8
The Reef | Genres: Drama,Horror,Thriller | Rating: 5.4
Snitch | Genres: Drama,Thriller | Rating: 5.8
Dreamcatcher | Genres: Drama,Horror,ScienceFiction,Thriller | Rating: 5.3
Beloved | Genres: Drama,Thriller | Rating: 5.9
"
Bee Movie,"
Recommended Movies: 
Alpha and Omega: The Legend of the Saw Tooth Cave | Genres: Adventure,Animation,Comedy,Family | Rating: 6.5
Rugrats in Paris: The Movie | Genres: Adventure,Animation,Comedy,Family | Rating: 6.0
The Nut Job | Genres: Adventure,Animation,Comedy,Family | Rating: 5.5
Penguins of Madagascar | Genres: Adventure,Animation,Comedy,Family | Rating: 6.5
The Road to El Dorado | Genres: Adventure,Animation,Comedy,Family | Rating: 7.0
Alvin and the Chipmunks: The Road Chip | Genres: Adventure,Animation,Comedy,Family | Rating: 5.8
The Pirates! In an Adventure with Scientists! | Genres: Adventure,Animation,Comedy,Family | Rating: 6.4
Zambezia | Genres: Adventure,Animation,Comedy,Family | Rating: 5.3
The Lion of Judah | Genres: Adventure,Animation,Comedy,Family | Rating: 5.8
Minions | Genres: Adventure,Animation,Comedy,Family | Rating: 6.4
"
Kung Fu Panda 2,"
Recommended Movies: 
WALL·E | Genres: Animation,Family | Rating: 7.8
Rugrats Go Wild | Genres: Animation,Family | Rating: 5.6
Pooh's Heffalump Movie | Genres: Animation,Family | Rating: 6.4
Hey Arnold! The Movie | Genres: Animation,Family | Rating: 5.6
Madagascar 3: Europe's Most Wanted | Genres: Animation,Family | Rating: 6.4
Home on the Range | Genres: Animation,Family | Rating: 5.7
Sammy's avonturen: De geheime doorgang | Genres: Animation,Family | Rating: 5.6
Space Chimps | Genres: Animation,Family | Rating: 5.2
Winnie the Pooh | Genres: Animation,Family | Rating: 6.8
Henry & Me | Genres: Animation,Family | Rating: 3.0
"
